tweet_id,created,tweet,location,Hashtags
4126590760,10/13/18 21:59,VIDEO COMPILATION: Media Mob Suffers Collective Meltdown Over Kanye West's White House Visit https://t.co/7IdqZDDoL1 via @gatewaypundit,,[]
1670052864,10/13/18 21:59,"I liked a @YouTube video https://t.co/0rAOv25JUe Drake Opens Up About Kanye &amp; Pusha T Beef &amp; His Son Adonis On Lebron's ""THE SHOP""","Brooklyn, NY",[]
426659045,10/13/18 21:59,Is there an option to play ‰ÛÏold Kanye‰Û on Pandora?,"Houston, TX",[]
548910004,10/13/18 21:59,"You used to be a legend, a rap genius, one of the most influential rappers but this is really pathetic. This man is‰Û_ https://t.co/KXI6sLoqsG","Corpus Christi, TX",[]
2242300314,10/13/18 21:59,Remember when everyone was pissed off because somebody said LeBron shouldn't talk about politics? It's the same situation with Kanye now,"Toledo, OH",[]
7.93524E+17,10/13/18 21:59,BREAKING: Seconds After Kanye Meets With Trump CNN Lynches Him For Leavi... https://t.co/zGxjR9fNXu via @YouTube,,[]
8.26628E+17,10/13/18 21:59,@CBSNews Rather have Kanye.....,,[]
47806130,10/13/18 21:59,@MSNBC Hosts Suffer an On-Air Meltdown After Kanye Meets With President Trump.,San Francisco Bay Area,[]
41045177,10/13/18 21:59,"@TalibKweli Kanye, is mentally unstable!He has shown us many times, we ignored it because he made music.His old Lyr‰Û_ https://t.co/6srQeWEjha","Tempe, AZ",[]
64136957,10/13/18 21:59,@Sean2FlyCHI @Swingman_Jay @Gboy70702155 @jtylerconway Yo... why do people keep saying ‰ÛÏKanye gave info‰Û.. everybod‰Û_ https://t.co/aUqtUmeirZ,Cloud 9,[]
8.71875E+17,10/13/18 21:59,By this single visit Kanye West has made blacks #WalkAway from the Democrats. https://t.co/CfLMjUQHKB,,"[{'text': 'WalkAway', 'indices': [48, 57]}]"
3131516302,10/13/18 21:59,@mentnelson A local Charleston artist named Greg Hart (https://t.co/LsiKr2odKQ) has some work. I think you'd apprec‰Û_ https://t.co/CfyV0aBxoM,"Charleston, SC",[]
333595030,10/13/18 21:59,"Kanye, you snake you! Your mouth sucks, learn to shut it. I hope no one fucks with you musically or  especially oth‰Û_ https://t.co/TK2fHy8fAH",,[]
295139601,10/13/18 21:59,@Leighxx__ Jay Z and Kanye _Ù_£,"Johannesburg, South Africa",[]
3303750920,10/13/18 21:59,"@mixcom Whatever Kanye goes and cops for him, has him in the realm that's far out of reality.",,[]
62489421,10/13/18 21:59,Was never a fan of Kanye. Liked the music back in his prime but never was a fan of him if that makes sense. Now after that interview.. ‰ÏÎ_Ù_,"Fresno, CA",[]
18341769,10/13/18 21:59,Definitely not mad at Kanye but I will say he's a lost soul. https://t.co/daTKykc3wF,NYC,[]
2745831956,10/13/18 21:59,Watch Kanye West Grooving To Burna Boy‰Ûªs ‰ÛÏYE‰Û &amp; Mystro‰ÛªsåÊ‰ÛÏImmediately‰Û https://t.co/VfV415Om8r https://t.co/OaV6KthdzU,,[]
1.04544E+18,10/13/18 21:59,Kanye did Drake dirtyyyy,,[]
1.00171E+18,10/13/18 21:59,Kanye West and Kim Kardashian West visit Uganda https://t.co/rDxxZHTN83,United States,[]
273075736,10/13/18 21:59,Ben Shapiro RIPS Media for Disgusting KANYE WEST Coverage https://t.co/xR2AIvT1sK via @YouTube,San Francisco/ Aryana,[]
152142060,10/13/18 21:59,"So after watching Drake‰Ûªs revelation‰Ûªs in the latest episode of #TheShop @ShopHbo , I think his song Mob Ties is a Kanye diss track.","Columbia, Maryland","[{'text': 'TheShop', 'indices': [64, 72]}]"
320876611,10/13/18 21:59,I can‰Ûªt believe we haven‰Ûªt put a medical alert on Kardashian vagina. We need a recall. Look what it did to Lamar. N‰Û_ https://t.co/wV4kSJwKSj,Global,[]
496157766,10/13/18 21:59,"Trump thinks its more important to attend rallies, mock people and kiss Kanye's ass in the Oval Office rather than‰Û_ https://t.co/JubGT2zeuH","Long Beach Island, NJ",[]
7.8345E+17,10/13/18 21:59,@2hypegang Gyae gyimie no,"Accra, Ghana",[]
1627812662,10/13/18 21:59,Nahh Kanye is crazy wtf_Ù÷â https://t.co/5ePJ0pPvnz,,[]
2368414394,10/13/18 21:59,Kanye look like he due for another lipo _Ù_á_Ù_‰Û‰ªÛ•ü https://t.co/OQiEGXjDZw,,[]
162194290,10/13/18 21:59,Drake fixing all his beefs except for his one with Kanye is lowkey probably driving Ye crazy _Ù÷__Ù÷__Ù÷__Ù÷_,"New Jersey, USA",[]
9.75797E+17,10/13/18 21:59,Kanye West - No More Parties In LA,,[]
445015186,10/13/18 21:59,Candace Owens: Kanye understands exactly what he's doing https://t.co/Us1FuYiMMU via @YouTube,"Wisconsin, USA",[]
1575987565,10/13/18 21:59,Me as Kanye return to Twitter on the same day _Ù_Ó_Ù_ÓI'm just saying,"Wales, United Kingdom",[]
1471006987,10/13/18 21:59,"Kanye's Password, a WhatsApp Bug, and More Security News This Week https://t.co/r1eRcaayfw https://t.co/tKAkgepbnc",,[]
3428801956,10/13/18 21:59," Tbh, I think Drake should have gone in on Kanye straight up.","Ontario, Canada",[]
26574758,10/13/18 21:59,The memes from Kanye West's visit with Donald Trump are in | Meme News on https://t.co/7EN13WLn5G https://t.co/AVfHobSjiP,,[]
478409067,10/13/18 21:59,"@EtniesJags don't mind this people they just trying to promote that stupid guy called Wizkid, all I can see in this‰Û_ https://t.co/laOauQm9dv",LAGOS NIGERIA ,[]
7.8345E+17,10/13/18 21:59,@2hypegang Are you talented,"Accra, Ghana",[]
321646856,10/13/18 21:59,@KayTheHippy @nilataughtu Only if you choose to *Kanye voice*,Pluto,[]
19432346,10/13/18 21:59,The GOP Needs an Infusion of Kanye‰Ûªs Dragon Energy https://t.co/QUgkAFGbS0 via Western Journal https://t.co/dazurDHUXU,United States,[]
849946824,10/13/18 21:59,@AprilDRyan @realDonaldTrump Yessss Kanye acted like a person with No Smarts and No up bringings. He was Disgraceful.,New York City,[]
393397191,10/13/18 21:59,Donnell Rawlings On Tekashi... https://t.co/H8Qqq3b1aQ,919,[]
55115687,10/13/18 21:59,That drake an kanye shit like you telling somebody you think you trust sum personal then a week later somebody you‰Û_ https://t.co/bogvVscmub,"Charleston,SC‰Ïö•üTampa,FL",[]
131406229,10/13/18 21:59,Damn Kanye is slimy!!!! https://t.co/ju28Zk12oE,"Miami, Florida",[]
8.17444E+17,10/13/18 21:59,"@Doodisgirl Being called Racist is almost like a badge of honor any more. Especially from libNuts. 

Me &amp; Kanye, Racist MF‰Ûªs_Ù÷â_Ù÷â_Ù÷â_Ù÷â","Kansas City, MO",[]
15013823,10/13/18 21:58,"Kanye West &amp; Kim Kardashian Arrive In Africa For Weeklong Stay, Big Sean Staying At Same 5-StaråÊHotel‰Û_ https://t.co/fmC7tRTp4Y","Jersey City, NJ",[]
179611542,10/13/18 21:58,"Lmao I dont read (kanye) but yo Dr.King said "" I fear I led my people into a burning house.""",Trap Lab,[]
198639007,10/13/18 21:58,"Kanye West &amp; Kim Kardashian Arrive In Africa For Weeklong Stay, Big Sean Staying At Same 5-StaråÊHotel‰Û_ https://t.co/1O3AqbgjKx","Jersey City, NJ",[]
59900170,10/13/18 21:58,im over kanye west i was obviously never a real fan cus im not dealin w this shit lol,"Atlanta, GA",[]
7.21896E+17,10/13/18 21:58,im so fucking done with kanye,"Los Angeles, CA",[]
257718951,10/13/18 21:58,Kanye West is Trump's ticket for the black vote. The timing before mid-terms and the perks is by design. The exploi‰Û_ https://t.co/K0XORPaKz6,The Universe,[]
39685155,10/13/18 21:58,"I admire Kanye for not being intimidated by his peers, and for coming out and speaking a... https://t.co/ZsugMAVpdG","Charlotte, NC",[]
173816046,10/13/18 21:58,"@SheriffClarke How does Lemon spew such bullsh#t with a straight face?? He, is part of a phenomenon Dave Chapelle u‰Û_ https://t.co/ivC5TYQsNs",Isengard,[]
119534385,10/13/18 21:58,"When Taylor Swift Endorses Democrats, She‰Ûªs Brave; When Kanye Endorses Trump He‰Ûªs a ‰Û÷Token Negro‰Ûª https://t.co/nkPNY9H3fr",,[]
2754914127,10/13/18 21:58,me when kanye blinks https://t.co/YoTYW933Dg,,[]
433282557,10/13/18 21:58,This Kanye guy is not ordinary! https://t.co/ZxitbYKxNH,ILLEGAL NIGERIAN IMMIGRANT,[]
6053262,10/13/18 21:58,"took the designer 325 designs to get to final. kanye seems like a nice client-

https://t.co/io1Zam0GIV
(love this process vid tho)",NY,[]
399316792,10/13/18 21:58,I liked a @YouTube video https://t.co/uWWBovSnNn Kanye West Wants to Take Away Your Likes and Followers | On Blast,"Kansas, USA",[]
9.6256E+17,10/13/18 21:58,Why does Kanye need to wake up when he‰Ûªs already woke? https://t.co/BNxrCLAbuf,,[]
8.34834E+17,10/13/18 21:58,@VoteHealth @chuckwoolery @KevinMKruse He‰Ûªs just Jelly he hasn‰Ûªt gotten the Kanye treatment after all his misogynistic loyalty.,"Ohio, USA",[]
161969171,10/13/18 21:58,"Kanye's Iphone password is 000000
He must be big Djent fan",Bosnia and Herzegovina,[]
2571360950,10/13/18 21:58,@stacie_allison @axlrose Both Kanye west and @realDonaldTrump  is a Joke. They deserve each other.,Alabama,[]
534937474,10/13/18 21:58,@_realdeee Kanye kardashian,,[]
461693614,10/13/18 21:58,@MelyndaWieters @570Karen Also *during* the hurricane he was having Kanye &amp; Ted Nugent over for a night of unhinged‰Û_ https://t.co/Fl4TZzXMOJ,"East Bay Area, California",[]
100050811,10/13/18 21:58,Feeling Kanye crazy today y'all.  #THEGOODLIFE https://t.co/OuvqXpswYC,"Avondale, AZ","[{'text': 'THEGOODLIFE', 'indices': [34, 46]}]"
20088907,10/13/18 21:58,SNL 'Precap': 6 Sketches That Oughta Be Included in Seth Meyers' Episode https://t.co/xQ7IiTHe1m via @TVLine,Florida,[]
267885642,10/13/18 21:58,Micheal Wigger Rapaport Weighs In On Kanye West Meeting Donald Trump!: https://t.co/EOvBaM7K18 via @YouTube,"Phoenix, AZ",[]
9.70358E+17,10/13/18 21:58,Don‰Ûªt let Kanye distract you from da fact you or yo loved ones could be entitled to a financial compensation due to‰Û_ https://t.co/WpeTkQw7F4,"Chicago, IL / Atlanta, GA",[]
18409436,10/13/18 21:58,Kanye's eyes when the guy started shouting lmao https://t.co/TpRAX9Tjn7,eating Donuts with Dilla,[]
8.16689E+17,10/13/18 21:58,As a representative of the black race I would like to announce we have put kanye west on the trading block,‰_Ï•üSTL‰_Ï•ü,[]
507003307,10/13/18 21:58,George W. Should make a video saying ‰ÛÏKanye West doesn‰Ûªt care about black people‰Û,"Pasadena, CA",[]
8.75376E+17,10/13/18 21:58,"@JigglesMahoney @krassenstein He's too busy raising $$$$$ for politicians.

Also..

Kanye",Angry mobbing for Soros _ÙÕ¡_ÙÕ__ÙÕµ,[]
1936520497,10/13/18 21:58,I liked a @YouTube video https://t.co/u4YKlbVoq8 Kanye West's Oval Office Visit,"Des moine, Wa",[]
171902334,10/13/18 21:58,"imagine being a weak ass bitch who ""as a man"" doesnt associate with ""i'm with her""... it wasnt a gender thing you d‰Û_ https://t.co/tRkagTmrKX",,[]
